latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
10.288,77.113,322.2,1.1,1,2020-01-26,0535,Terra,MODIS,75,6.0NRT,297.7,17.4,D
10.28,77.102,321.2,1.1,1,2020-01-26,0535,Terra,MODIS,75,6.0NRT,298.8,16.2,D
10.279,77.112,314.9,1.1,1,2020-01-26,0535,Terra,MODIS,53,6.0NRT,299.7,9.5,D
10.028,76.774,319.6,1.1,1,2020-01-26,0535,Terra,MODIS,69,6.0NRT,304.5,11.6,D
9.68,76.93,314.2,1.1,1,2020-01-26,0535,Terra,MODIS,56,6.0NRT,298.7,8.2,D
24.771,93.658,309.6,1,1,2020-01-26,0700,Aqua,MODIS,68,6.0NRT,289.9,8.8,D
25.144,94.241,300.5,1,1,2020-01-26,0700,Aqua,MODIS,38,6.0NRT,288.5,3.8,D
23.774,86.388,309.9,2.8,1.6,2020-01-26,0700,Aqua,MODIS,56,6.0NRT,299.3,23.7,D
25.622,94.887,308.1,1,1,2020-01-26,0700,Aqua,MODIS,59,6.0NRT,288.9,8.4,D
25.305,92.613,304.6,1.1,1,2020-01-26,0700,Aqua,MODIS,33,6.0NRT,290.9,6.5,D
25.562,94.273,302.9,1,1,2020-01-26,0700,Aqua,MODIS,48,6.0NRT,290.7,4.9,D
25.359,92.553,307.1,1.1,1,2020-01-26,0700,Aqua,MODIS,62,6.0NRT,291,8,D
26.661,93.027,314,1,1,2020-01-26,0700,Aqua,MODIS,69,6.0NRT,296.6,8.9,D
27.056,94.613,312.6,1,1,2020-01-26,0700,Aqua,MODIS,70,6.0NRT,297.1,8.2,D
26.888,93.065,307.8,1,1,2020-01-26,0700,Aqua,MODIS,57,6.0NRT,296.9,4.8,D
26.672,91.014,317.8,1.2,1.1,2020-01-26,0700,Aqua,MODIS,76,6.0NRT,297.5,15.2,D
26.67,91.002,325,1.2,1.1,2020-01-26,0700,Aqua,MODIS,82,6.0NRT,298.7,24.8,D
27.177,94.159,319,1,1,2020-01-26,0700,Aqua,MODIS,78,6.0NRT,297.4,13.3,D
27.176,94.149,312.4,1,1,2020-01-26,0700,Aqua,MODIS,71,6.0NRT,297.2,7.6,D
26.687,90.862,306.3,1.2,1.1,2020-01-26,0700,Aqua,MODIS,55,6.0NRT,295.5,6.2,D
26.769,90.865,306.9,1.2,1.1,2020-01-26,0700,Aqua,MODIS,63,6.0NRT,295.2,7.1,D
27.313,94.282,310.3,1,1,2020-01-26,0700,Aqua,MODIS,52,6.0NRT,296.3,6.1,D
26.648,89.312,305.5,1.5,1.2,2020-01-26,0700,Aqua,MODIS,59,6.0NRT,290.7,7.6,D
27.5,94.697,310,1,1,2020-01-26,0700,Aqua,MODIS,60,6.0NRT,299.1,4.3,D
28.05,95.436,344.6,1.1,1,2020-01-26,0700,Aqua,MODIS,71,6.0NRT,297.8,51.9,D
28.059,95.434,317.5,1.1,1,2020-01-26,0700,Aqua,MODIS,73,6.0NRT,294.2,13.7,D
28.058,95.424,305.2,1.1,1,2020-01-26,0700,Aqua,MODIS,47,6.0NRT,293.8,3.5,D
10.027,76.784,321,1.4,1.2,2020-01-26,0835,Aqua,MODIS,63,6.0NRT,308.3,14.2,D
10.263,77.102,315.1,1.5,1.2,2020-01-26,0835,Aqua,MODIS,43,6.0NRT,298.2,12.5,D
10.286,77.112,315.8,1.5,1.2,2020-01-26,0835,Aqua,MODIS,37,6.0NRT,302.3,13.9,D
10.783,76.797,336.3,1.4,1.2,2020-01-26,0835,Aqua,MODIS,84,6.0NRT,307.1,43,D
10.782,76.785,371.1,1.4,1.2,2020-01-26,0835,Aqua,MODIS,100,6.0NRT,311.1,179.2,D
12.316,77.131,327.8,1.6,1.2,2020-01-26,0835,Aqua,MODIS,74,6.0NRT,310.5,22.3,D
12.309,77.139,323.2,1.6,1.2,2020-01-26,0835,Aqua,MODIS,46,6.0NRT,309,14.4,D
12.32,77.138,324.2,1.6,1.2,2020-01-26,0835,Aqua,MODIS,58,6.0NRT,309.2,16.3,D
12.757,77.702,321.1,1.7,1.3,2020-01-26,0835,Aqua,MODIS,62,6.0NRT,308.9,12.8,D
12.693,77.194,320.6,1.6,1.2,2020-01-26,0835,Aqua,MODIS,53,6.0NRT,308.1,12.2,D
13.009,77.897,323.4,1.8,1.3,2020-01-26,0835,Aqua,MODIS,66,6.0NRT,311.6,17.3,D
13.96,75.77,321.3,1.3,1.1,2020-01-26,0835,Aqua,MODIS,59,6.0NRT,306.9,13.7,D
14.016,75.572,323.5,1.3,1.1,2020-01-26,0835,Aqua,MODIS,56,6.0NRT,308.5,12.2,D
14.014,75.405,326.2,1.3,1.1,2020-01-26,0835,Aqua,MODIS,71,6.0NRT,313.3,12.4,D
14.056,75.658,327,1.3,1.1,2020-01-26,0835,Aqua,MODIS,71,6.0NRT,314,17.7,D
14.163,75.773,326.6,1.3,1.1,2020-01-26,0835,Aqua,MODIS,70,6.0NRT,311.4,16.4,D
14.161,75.761,324.9,1.3,1.1,2020-01-26,0835,Aqua,MODIS,60,6.0NRT,310.8,14.1,D
14.239,76.122,332.7,1.4,1.2,2020-01-26,0835,Aqua,MODIS,79,6.0NRT,313.5,27.7,D
14.156,75.48,328.8,1.3,1.1,2020-01-26,0835,Aqua,MODIS,74,6.0NRT,310,21.6,D
14.249,76.121,327.6,1.4,1.2,2020-01-26,0835,Aqua,MODIS,48,6.0NRT,313.9,15.5,D
14.353,76.14,324.5,1.4,1.2,2020-01-26,0835,Aqua,MODIS,63,6.0NRT,312.2,11.3,D
14.672,76.02,324.4,1.4,1.2,2020-01-26,0835,Aqua,MODIS,63,6.0NRT,312.1,11.9,D
15.229,75.908,328,1.4,1.2,2020-01-26,0835,Aqua,MODIS,73,6.0NRT,314,12,D
15.517,73.9,319.6,1.1,1,2020-01-26,0835,Aqua,MODIS,0,6.0NRT,305.7,10.7,D
15.743,73.879,329,1.1,1,2020-01-26,0835,Aqua,MODIS,75,6.0NRT,306.7,18.6,D
15.741,73.869,341.9,1.1,1,2020-01-26,0835,Aqua,MODIS,89,6.0NRT,313.1,40.8,D
16.462,74.564,335.8,1.2,1.1,2020-01-26,0835,Aqua,MODIS,82,6.0NRT,310.8,29.3,D
16.46,74.553,328.1,1.2,1.1,2020-01-26,0835,Aqua,MODIS,72,6.0NRT,310.1,14.9,D
17.046,73.582,322.8,1.1,1,2020-01-26,0835,Aqua,MODIS,61,6.0NRT,308.8,11.4,D
17.114,73.942,324.4,1.1,1.1,2020-01-26,0835,Aqua,MODIS,64,6.0NRT,305.8,11.5,D
17.112,73.932,322.8,1.1,1.1,2020-01-26,0835,Aqua,MODIS,52,6.0NRT,306.7,9.5,D
17.373,75.861,325.5,1.5,1.2,2020-01-26,0835,Aqua,MODIS,63,6.0NRT,308.2,15.2,D
17.375,75.855,328.3,1.5,1.2,2020-01-26,0835,Aqua,MODIS,70,6.0NRT,307.9,21.8,D
18.102,73.374,325.1,1.1,1,2020-01-26,0835,Aqua,MODIS,60,6.0NRT,308.3,15.9,D
18.1,73.364,323,1.1,1,2020-01-26,0835,Aqua,MODIS,0,6.0NRT,308.5,13.4,D
18.214,73.247,323,1.1,1,2020-01-26,0835,Aqua,MODIS,64,6.0NRT,307,8.9,D
19.676,77.434,322.4,2.1,1.4,2020-01-26,0835,Aqua,MODIS,66,6.0NRT,306.5,29.1,D
19.392,73.118,323.6,1.1,1,2020-01-26,0835,Aqua,MODIS,67,6.0NRT,307.9,10,D
19.843,73.836,318.4,1.2,1.1,2020-01-26,0835,Aqua,MODIS,47,6.0NRT,304.6,7.5,D
21.756,72.684,320.2,1.1,1.1,2020-01-26,0840,Aqua,MODIS,59,6.0NRT,306.4,9.1,D
23.65,70.962,319.9,1,1,2020-01-26,0840,Aqua,MODIS,63,6.0NRT,307.4,7.4,D
32.142,75.286,313.6,2.2,1.4,2020-01-26,0840,Aqua,MODIS,74,6.0NRT,290.7,37,D
32.144,75.301,307.4,2.2,1.4,2020-01-26,0840,Aqua,MODIS,65,6.0NRT,290.7,23,D
32.142,75.278,307.4,2.2,1.4,2020-01-26,0840,Aqua,MODIS,65,6.0NRT,290.4,22.9,D
20.797,85.261,301.2,1.1,1.1,2020-01-26,1625,Terra,MODIS,39,6.0NRT,290,6.9,N
20.795,85.25,308.5,1.1,1.1,2020-01-26,1625,Terra,MODIS,75,6.0NRT,288,12.4,N
20.959,85.185,307.9,1.2,1.1,2020-01-26,1625,Terra,MODIS,73,6.0NRT,291.8,11.3,N
20.958,85.174,310,1.2,1.1,2020-01-26,1625,Terra,MODIS,79,6.0NRT,291.3,12.7,N
20.967,85.173,304.5,1.2,1.1,2020-01-26,1625,Terra,MODIS,51,6.0NRT,289.8,8.3,N
23.667,86.923,301.2,1,1,2020-01-26,1625,Terra,MODIS,39,6.0NRT,286.6,6.7,N
23.666,86.913,300.6,1,1,2020-01-26,1625,Terra,MODIS,31,6.0NRT,285.3,6.4,N
23.804,87.043,300.2,1,1,2020-01-26,1625,Terra,MODIS,19,6.0NRT,288.6,5.8,N
23.727,86.442,302,1,1,2020-01-26,1625,Terra,MODIS,44,6.0NRT,288.4,6.9,N
23.751,86.418,302.7,1,1,2020-01-26,1625,Terra,MODIS,44,6.0NRT,287.6,6.6,N
23.775,86.394,304.1,1,1,2020-01-26,1625,Terra,MODIS,27,6.0NRT,290.5,7,N
23.784,86.392,303.8,1,1,2020-01-26,1625,Terra,MODIS,37,6.0NRT,287,6.8,N
23.796,86.35,302.8,1,1,2020-01-26,1625,Terra,MODIS,38,6.0NRT,289.2,6.4,N
20.986,75.6,302.9,1,1,2020-01-26,2050,Aqua,MODIS,52,6.0NRT,289.2,6.6,N
14.816,75.698,301.2,1.2,1.1,2020-01-26,2050,Aqua,MODIS,39,6.0NRT,290.6,6.3,N
28.039,95.69,303.7,1.1,1.1,2020-01-27,0430,Terra,MODIS,54,6.0NRT,292.4,5,D
28.021,95.413,305.8,1.1,1.1,2020-01-27,0430,Terra,MODIS,0,6.0NRT,295.3,6.4,D
27.842,95.318,302.3,1.1,1,2020-01-27,0430,Terra,MODIS,29,6.0NRT,292.2,4.4,D
27.721,95.197,307.9,1.1,1,2020-01-27,0430,Terra,MODIS,0,6.0NRT,297,6.2,D
26.63,93.195,305.7,1,1,2020-01-27,0435,Terra,MODIS,0,6.0NRT,293.9,5.5,D
26.638,93.017,307.8,1,1,2020-01-27,0435,Terra,MODIS,0,6.0NRT,296.4,6.8,D
26.607,93.103,306.6,1,1,2020-01-27,0435,Terra,MODIS,55,6.0NRT,294.9,6.2,D
23.723,86.443,311.1,1.8,1.3,2020-01-27,0435,Terra,MODIS,64,6.0NRT,297.7,15.5,D
20.966,85.183,315.4,2,1.4,2020-01-27,0435,Terra,MODIS,71,6.0NRT,300.3,24.3,D
20.964,85.176,317.7,2,1.4,2020-01-27,0435,Terra,MODIS,73,6.0NRT,300.7,29.8,D
21.102,72.644,312.9,1.9,1.3,2020-01-27,0615,Terra,MODIS,0,6.0NRT,301.7,11.6,D
20.782,70.689,323.8,1.4,1.2,2020-01-27,0615,Terra,MODIS,77,6.0NRT,298.6,26.3,D
20.787,70.684,317.1,1.4,1.2,2020-01-27,0615,Terra,MODIS,67,6.0NRT,298.2,15.8,D
20.785,70.697,312.4,1.4,1.2,2020-01-27,0615,Terra,MODIS,40,6.0NRT,298.3,9.5,D
21.163,86.313,317.2,1.1,1,2020-01-27,0740,Aqua,MODIS,66,6.0NRT,304.6,6.7,D
16.201,78.887,317.3,2.3,1.5,2020-01-27,0740,Aqua,MODIS,55,6.0NRT,303.4,23.2,D
18.04,83.528,314.5,1.1,1,2020-01-27,0740,Aqua,MODIS,41,6.0NRT,302.6,4.5,D
17.974,82.943,322,1.1,1.1,2020-01-27,0740,Aqua,MODIS,74,6.0NRT,301.3,15.1,D
17.972,82.932,313.2,1.1,1.1,2020-01-27,0740,Aqua,MODIS,43,6.0NRT,299.8,6.1,D
18.131,83.65,318.9,1.1,1,2020-01-27,0740,Aqua,MODIS,45,6.0NRT,304.6,7.3,D
18.14,83.649,323.6,1.1,1,2020-01-27,0740,Aqua,MODIS,75,6.0NRT,304.3,12.6,D
19.225,83.814,319.5,1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,306.7,6.3,D
19.593,82.485,330,1.1,1.1,2020-01-27,0740,Aqua,MODIS,82,6.0NRT,307.7,22,D
19.61,82.471,320.5,1.1,1.1,2020-01-27,0740,Aqua,MODIS,57,6.0NRT,307.5,11,D
20.215,85.76,314.1,1,1,2020-01-27,0740,Aqua,MODIS,48,6.0NRT,302.7,3.9,D
20.546,86.441,319.2,1.1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,305.4,9.6,D
20.552,86.003,319.7,1,1,2020-01-27,0740,Aqua,MODIS,71,6.0NRT,305.1,9,D
20.616,86.413,315.2,1.1,1,2020-01-27,0740,Aqua,MODIS,41,6.0NRT,303,5.4,D
20.565,86.031,319,1,1,2020-01-27,0740,Aqua,MODIS,61,6.0NRT,304,9,D
20.563,86.021,320.1,1,1,2020-01-27,0740,Aqua,MODIS,65,6.0NRT,303.4,9.3,D
20.483,83.464,317,1,1,2020-01-27,0740,Aqua,MODIS,67,6.0NRT,303.7,6.9,D
20.788,85.253,326.4,1,1,2020-01-27,0740,Aqua,MODIS,79,6.0NRT,306.1,16.9,D
20.922,86.093,315.2,1.1,1,2020-01-27,0740,Aqua,MODIS,46,6.0NRT,302.9,5.1,D
20.944,86.049,321.1,1.1,1,2020-01-27,0740,Aqua,MODIS,72,6.0NRT,305.5,9.8,D
21.012,86.485,316.3,1.1,1,2020-01-27,0740,Aqua,MODIS,61,6.0NRT,304,7,D
20.872,84.992,319.2,1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,307.2,9.2,D
20.961,85.173,328.8,1,1,2020-01-27,0740,Aqua,MODIS,77,6.0NRT,307.9,17.7,D
21.914,86.85,313.9,1.2,1.1,2020-01-27,0740,Aqua,MODIS,63,6.0NRT,300.5,7.9,D
21.56,84.073,319.8,1,1,2020-01-27,0740,Aqua,MODIS,73,6.0NRT,301.3,10.7,D
21.245,81.956,323.7,1.2,1.1,2020-01-27,0740,Aqua,MODIS,76,6.0NRT,303.3,17.3,D
21.243,81.945,322.6,1.2,1.1,2020-01-27,0740,Aqua,MODIS,74,6.0NRT,303.6,15.6,D
21.378,82.15,323.8,1.1,1.1,2020-01-27,0740,Aqua,MODIS,76,6.0NRT,303.5,16.6,D
21.718,84.275,318.2,1,1,2020-01-27,0740,Aqua,MODIS,70,6.0NRT,303.3,8.5,D
21.131,80.036,312,1.5,1.2,2020-01-27,0740,Aqua,MODIS,40,6.0NRT,299.5,8.9,D
21.676,82.634,318.9,1.1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,303.6,9,D
21.893,83.959,317.2,1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,303,7.5,D
21.769,82.757,338.9,1.1,1,2020-01-27,0740,Aqua,MODIS,89,6.0NRT,305.7,35.8,D
21.778,82.756,355.3,1.1,1,2020-01-27,0740,Aqua,MODIS,97,6.0NRT,305.1,71.8,D
21.777,82.745,321.1,1.1,1,2020-01-27,0740,Aqua,MODIS,68,6.0NRT,303.9,10.1,D
22.028,83.747,316,1,1,2020-01-27,0740,Aqua,MODIS,64,6.0NRT,304.2,7.5,D
22.274,84.105,313.3,1,1,2020-01-27,0740,Aqua,MODIS,61,6.0NRT,301.1,5.5,D
22.272,84.096,317.1,1,1,2020-01-27,0740,Aqua,MODIS,69,6.0NRT,301.8,8.5,D
23.677,86.096,313.9,1.1,1.1,2020-01-27,0745,Aqua,MODIS,62,6.0NRT,299.4,7.6,D
23.676,86.085,317.3,1.1,1.1,2020-01-27,0745,Aqua,MODIS,71,6.0NRT,302.2,10.9,D
23.773,86.394,318.8,1.1,1.1,2020-01-27,0745,Aqua,MODIS,72,6.0NRT,305.2,11.2,D
23.791,86.351,313.8,1.1,1.1,2020-01-27,0745,Aqua,MODIS,59,6.0NRT,301.7,7.6,D
22.793,86.207,315.5,1.1,1,2020-01-27,0745,Aqua,MODIS,0,6.0NRT,302.5,8.1,D
24.618,93.678,306.5,3.7,1.8,2020-01-27,0745,Aqua,MODIS,64,6.0NRT,287,48.3,D
24.613,93.7,301.6,3.7,1.8,2020-01-27,0745,Aqua,MODIS,32,6.0NRT,286.1,25.4,D
24.611,93.673,302.1,3.7,1.8,2020-01-27,0745,Aqua,MODIS,26,6.0NRT,287.1,27.2,D
25.283,84.145,309.3,1,1,2020-01-27,0745,Aqua,MODIS,60,6.0NRT,297.9,4.5,D
25.371,81.873,311.4,1.1,1,2020-01-27,0745,Aqua,MODIS,57,6.0NRT,296.3,6.7,D
26.715,91.112,307.1,2.5,1.5,2020-01-27,0745,Aqua,MODIS,58,6.0NRT,293.4,17.1,D
26.713,91.087,312.2,2.5,1.5,2020-01-27,0745,Aqua,MODIS,69,6.0NRT,295.1,31.4,D
26.327,83.266,313.3,1,1,2020-01-27,0745,Aqua,MODIS,72,6.0NRT,295.6,9.2,D
27.214,84.545,302.9,1,1,2020-01-27,0745,Aqua,MODIS,54,6.0NRT,291.6,4,D
27.212,84.535,303.4,1,1,2020-01-27,0745,Aqua,MODIS,56,6.0NRT,291.9,4.3,D
27.408,81.248,303.2,1.1,1,2020-01-27,0745,Aqua,MODIS,52,6.0NRT,292.9,4.1,D
16.302,75.1,304.1,1.2,1.1,2020-01-27,1705,Terra,MODIS,59,6.0NRT,292.4,6.5,N
14.751,75.271,306.1,1.2,1.1,2020-01-27,1705,Terra,MODIS,67,6.0NRT,292.1,9,N
14.771,75.262,305.4,1.2,1.1,2020-01-27,1705,Terra,MODIS,64,6.0NRT,291.8,8.5,N
14.85,75.701,318.3,1.2,1.1,2020-01-27,1705,Terra,MODIS,97,6.0NRT,292.5,19.8,N
14.848,75.69,304.2,1.2,1.1,2020-01-27,1705,Terra,MODIS,59,6.0NRT,292.3,6.3,N
15.181,76.657,307.1,1.1,1,2020-01-27,1705,Terra,MODIS,70,6.0NRT,295.9,5.8,N
15.851,75.162,307.8,1.2,1.1,2020-01-27,1705,Terra,MODIS,73,6.0NRT,293,9.7,N
15.849,75.151,318.7,1.2,1.1,2020-01-27,1705,Terra,MODIS,97,6.0NRT,292.4,21.3,N
15.852,75.156,320.5,1.2,1.1,2020-01-27,1705,Terra,MODIS,100,6.0NRT,293,23.3,N
15.951,75.075,308.9,1.2,1.1,2020-01-27,1705,Terra,MODIS,76,6.0NRT,292.2,11.5,N
16.107,75.885,304.9,1.1,1.1,2020-01-27,1705,Terra,MODIS,62,6.0NRT,293.2,5.9,N
16.06,74.665,309.4,1.3,1.1,2020-01-27,1705,Terra,MODIS,77,6.0NRT,291.5,13.3,N
16.232,75.101,303.5,1.2,1.1,2020-01-27,1705,Terra,MODIS,55,6.0NRT,292.5,6.2,N
16.242,75.099,303.2,1.2,1.1,2020-01-27,1705,Terra,MODIS,54,6.0NRT,292.4,5.8,N
16.3,75.089,306.6,1.2,1.1,2020-01-27,1705,Terra,MODIS,69,6.0NRT,292.4,8.6,N
16.303,75.094,305.5,1.2,1.1,2020-01-27,1705,Terra,MODIS,57,6.0NRT,292.5,7.3,N
16.44,75.462,304,1.2,1.1,2020-01-27,1705,Terra,MODIS,58,6.0NRT,292.6,5.9,N
16.966,74.494,319.6,1.3,1.1,2020-01-27,1705,Terra,MODIS,99,6.0NRT,289.1,26.9,N
17.449,75.683,304.8,1.1,1,2020-01-27,1705,Terra,MODIS,62,6.0NRT,292.1,7.1,N
17.246,74.192,314.4,1.3,1.1,2020-01-27,1705,Terra,MODIS,89,6.0NRT,289.4,20.6,N
17.755,74.04,300,1.3,1.1,2020-01-27,1705,Terra,MODIS,12,6.0NRT,284.4,7.7,N
18.319,76.941,314.6,1,1,2020-01-27,1705,Terra,MODIS,89,6.0NRT,288.4,13.8,N
18.318,76.931,302,1,1,2020-01-27,1705,Terra,MODIS,46,6.0NRT,287.6,5.4,N
19.07,77.423,303.7,1,1,2020-01-27,1705,Terra,MODIS,57,6.0NRT,291.8,4.9,N
21.105,72.64,312.3,1.4,1.2,2020-01-27,1710,Terra,MODIS,85,6.0NRT,292.5,19.6,N
23.783,86.399,304.3,1.2,1.1,2020-01-27,1950,Aqua,MODIS,57,6.0NRT,287.2,9.9,N
23.728,86.448,302,1.2,1.1,2020-01-27,1950,Aqua,MODIS,46,6.0NRT,287.6,8.7,N
20.968,85.17,302.1,1.3,1.1,2020-01-27,1950,Aqua,MODIS,45,6.0NRT,289.2,8.1,N
20.966,85.182,312.6,1.3,1.1,2020-01-27,1950,Aqua,MODIS,85,6.0NRT,290.5,18.3,N
22.103,74.884,312.1,1.9,1.4,2020-01-28,0515,Terra,MODIS,54,6.0NRT,294.1,18.2,D
26.232,84.914,300.9,1.2,1.1,2020-01-28,0515,Terra,MODIS,0,6.0NRT,290.6,4.5,D
22.208,84.874,311.6,1.4,1.2,2020-01-28,0515,Terra,MODIS,38,6.0NRT,296,9.2,D
20.794,85.252,310.5,1.5,1.2,2020-01-28,0515,Terra,MODIS,60,6.0NRT,296.4,9,D
19.69,78.06,311.3,1.1,1.1,2020-01-28,0520,Terra,MODIS,40,6.0NRT,298.9,5,D
19.381,77.314,323.2,1.2,1.1,2020-01-28,0520,Terra,MODIS,76,6.0NRT,298.5,19.6,D
19.379,77.32,321,1.2,1.1,2020-01-28,0520,Terra,MODIS,74,6.0NRT,298.3,16.4,D
19.272,76.815,312.6,1.3,1.1,2020-01-28,0520,Terra,MODIS,56,6.0NRT,297.9,8.7,D
18.217,74.973,312.6,1.7,1.3,2020-01-28,0520,Terra,MODIS,43,6.0NRT,296.6,10.3,D
17.276,81.295,334.4,1.1,1,2020-01-28,0520,Terra,MODIS,82,6.0NRT,297.8,33.2,D
17.153,81.677,315.4,1.1,1,2020-01-28,0520,Terra,MODIS,0,6.0NRT,302,9.2,D
17.634,77.779,321.4,1.1,1.1,2020-01-28,0520,Terra,MODIS,69,6.0NRT,303.5,10.6,D
17.624,77.778,318,1.1,1.1,2020-01-28,0520,Terra,MODIS,61,6.0NRT,302.8,6.7,D
17.598,76.201,317.1,1.4,1.2,2020-01-28,0520,Terra,MODIS,51,6.0NRT,302.4,9.2,D
17.6,76.207,316.5,1.3,1.2,2020-01-28,0520,Terra,MODIS,55,6.0NRT,302,8,D
17.583,75.672,318.2,1.5,1.2,2020-01-28,0520,Terra,MODIS,65,6.0NRT,301.3,13.2,D
17.257,77.846,318.1,1.1,1,2020-01-28,0520,Terra,MODIS,57,6.0NRT,302.4,7.8,D
17.083,77.246,322.9,1.2,1.1,2020-01-28,0520,Terra,MODIS,68,6.0NRT,305.6,10.3,D
17.082,77.256,320,1.2,1.1,2020-01-28,0520,Terra,MODIS,61,6.0NRT,305.3,6.8,D
16.826,76.82,315.6,1.2,1.1,2020-01-28,0520,Terra,MODIS,39,6.0NRT,301.3,6.8,D
16.434,79.608,316.2,1,1,2020-01-28,0520,Terra,MODIS,49,6.0NRT,303.2,5.4,D
16.172,75.246,320.3,1.5,1.2,2020-01-28,0520,Terra,MODIS,69,6.0NRT,300.1,17.4,D
16.169,75.239,315.5,1.5,1.2,2020-01-28,0520,Terra,MODIS,49,6.0NRT,300.1,8.7,D
20.815,78.641,310.7,1.1,1,2020-01-28,0520,Terra,MODIS,51,6.0NRT,298.2,5.2,D
15.174,76.668,320.1,1.2,1.1,2020-01-28,0520,Terra,MODIS,64,6.0NRT,302.5,9.6,D
14.544,76.926,317,1.1,1.1,2020-01-28,0520,Terra,MODIS,11,6.0NRT,295.2,8,D
10.924,79.091,319.3,1,1,2020-01-28,0520,Terra,MODIS,35,6.0NRT,307.4,9.7,D
10.062,77.059,319.3,1,1,2020-01-28,0520,Terra,MODIS,61,6.0NRT,302.3,11.1,D
9.714,77.801,322.2,1,1,2020-01-28,0520,Terra,MODIS,70,6.0NRT,306.8,8.2,D
9.288,76.871,314.4,1,1,2020-01-28,0520,Terra,MODIS,50,6.0NRT,302.3,6.3,D
19.69,82.512,318.2,1.1,1.1,2020-01-28,0520,Terra,MODIS,72,6.0NRT,301.4,11.1,D
19.234,83.799,318.7,1.3,1.1,2020-01-28,0520,Terra,MODIS,72,6.0NRT,298.7,13.8,D
19.204,82.602,316.6,1.1,1.1,2020-01-28,0520,Terra,MODIS,69,6.0NRT,301.7,8.3,D
25.411,93.594,339.3,1.3,1.1,2020-01-28,0650,Aqua,MODIS,79,6.0NRT,285.1,67.5,D
24.811,93.691,301.4,1.4,1.2,2020-01-28,0650,Aqua,MODIS,47,6.0NRT,291.2,6.7,D
24.809,93.678,304.2,1.4,1.2,2020-01-28,0650,Aqua,MODIS,58,6.0NRT,290.6,9,D
25.138,93.502,304.9,1.4,1.2,2020-01-28,0650,Aqua,MODIS,60,6.0NRT,288.3,11.3,D
25.413,93.606,306.1,1.3,1.1,2020-01-28,0650,Aqua,MODIS,63,6.0NRT,284.9,12.8,D
25.98,94.349,327.5,1.2,1.1,2020-01-28,0650,Aqua,MODIS,70,6.0NRT,290.6,33.1,D
25.978,94.339,332.9,1.2,1.1,2020-01-28,0650,Aqua,MODIS,87,6.0NRT,290.1,42.4,D
26.504,94.836,302.7,1.1,1.1,2020-01-28,0650,Aqua,MODIS,48,6.0NRT,290.9,6.4,D
26.525,94.91,302.2,1.1,1.1,2020-01-28,0650,Aqua,MODIS,34,6.0NRT,288.4,4.4,D
26.523,94.898,326.4,1.1,1.1,2020-01-28,0650,Aqua,MODIS,84,6.0NRT,291.2,28,D
26.534,94.908,333.5,1.1,1.1,2020-01-28,0650,Aqua,MODIS,89,6.0NRT,291,37.9,D
26.533,94.896,380.6,1.1,1.1,2020-01-28,0650,Aqua,MODIS,100,6.0NRT,299.7,181.4,D
26.531,94.886,335.2,1.1,1.1,2020-01-28,0650,Aqua,MODIS,89,6.0NRT,292.6,41,D
26.713,95.092,308.7,1.1,1,2020-01-28,0650,Aqua,MODIS,67,6.0NRT,290.4,8.9,D
26.83,95.305,302.6,1.1,1,2020-01-28,0650,Aqua,MODIS,34,6.0NRT,290.9,5.9,D
26.921,95.13,305.3,1.1,1,2020-01-28,0650,Aqua,MODIS,60,6.0NRT,293.5,5.7,D
27.719,95.141,308.8,1.1,1,2020-01-28,0650,Aqua,MODIS,66,6.0NRT,298.1,5.1,D
28.174,95.64,307.8,1,1,2020-01-28,0650,Aqua,MODIS,66,6.0NRT,294.1,6.4,D
28.183,95.638,305.2,1,1,2020-01-28,0650,Aqua,MODIS,53,6.0NRT,294.2,4.6,D
28.679,96.121,306.7,1,1,2020-01-28,0650,Aqua,MODIS,52,6.0NRT,286.4,9.1,D
28.844,95.868,305.2,1,1,2020-01-28,0650,Aqua,MODIS,35,6.0NRT,292.3,7,D
28.955,95.803,300.8,1,1,2020-01-28,0650,Aqua,MODIS,20,6.0NRT,288.4,4.8,D
9.536,77.247,325.1,1,1,2020-01-28,0820,Aqua,MODIS,0,6.0NRT,302.8,18,D
9.548,77.143,331.7,1,1,2020-01-28,0820,Aqua,MODIS,55,6.0NRT,296.4,26,D
9.547,77.133,349.9,1,1,2020-01-28,0820,Aqua,MODIS,94,6.0NRT,298.4,57.5,D
9.546,77.124,327.9,1,1,2020-01-28,0820,Aqua,MODIS,64,6.0NRT,300.5,20.1,D
11.173,78.102,338.7,1.1,1.1,2020-01-28,0825,Aqua,MODIS,86,6.0NRT,312.6,26.1,D
11.171,78.092,333.1,1.1,1.1,2020-01-28,0825,Aqua,MODIS,80,6.0NRT,314.4,15.6,D
11.695,78.169,321.5,1.1,1.1,2020-01-28,0825,Aqua,MODIS,50,6.0NRT,306.8,8.3,D
12.15,76.792,333.8,1,1,2020-01-28,0825,Aqua,MODIS,83,6.0NRT,308.5,21,D
